Index	Time	Speaker	Speech Segment	Open code(s)	Axial code(s)
458	"00:58:42"	"Speaker 1"	"I mean that part gets answered by the fact that it's color theory it's it's not like what what you like, it's what suits your skin tone like the the color theory of it is. Like so because. He he, he, he. Visualizes it. When I explain of like there are different clothes, different colored clothes on you and then they they like in this consultation, they they flip between this red or the the the darker red or the lighter red and like the the the the question of which suits you would be just adding a condition of is this are these clashing colors? Are there complementary colors? Are they like? Do you see this as its true color next to it? Or do you have the illusion of it that it's actually lighter or darker than it actually is? Like that parts color theory."	"Explanation of an idea, Chosen idea"	"Project"
459	"00:59:37"	"Speaker 2"	"OK."	""	""
460	"00:59:42"	"Speaker 4"	"You gotta see a video because it kind of works."	""	""
461	"00:59:51"	"Speaker 2"	"OK so. If it's color theory, then why do we, why do we care about what the user thinks?"	"Asking for idea clarification"	"Project"
462	"00:59:59"	"Speaker 1"	"We're not asking what they think, we're showing them what they look like with what we're."	""	""
463	"01:00:08"	"Speaker 4"	"Like it's, I mean you can look at that, but it's basically like."	""	""
464	"01:00:14"	"Speaker 4"	"It's sort of subjective sometimes like you know some people just like certain colors, but. but it basically says OK like you look good in this color, but you don't look as good in the the other color."	""	""
465	"01:00:28"	"Speaker 1"	"It's it. I I'm also seeing like it's an application of computer vision of like color that's the, yeah, it's just color."	""	""
466	"01:00:41"	"Speaker 4"	"What would be interesting is like if we're able to sort of do like, get an image, but then sort of simulate like the lighting condition in from that image and then somehow have that color like change what the person looks like, like from like, reflections or whatever. Because like when I saw one of those videos like did the person's face look like brighter? They tried on different colors like when they tried flip the right color. So like I don't know what effect that is like."	""	""
467	"01:01:15"	"Speaker 1"	"That's that's. That's what I mean by like it's it's just color theory. It's there's the reflection of it. Where, like it, it bounces back on to the face of the user. But at the lowest level, it's how do you have you seen those optical illusions where, like let's say, the black and white checkers and then they're 2 grays and you think they're different grays, but it's only because of the colors they're next to that they look different, but they're actually the exact same shade of gray?"	"Analogy"	"Project"
468	"01:01:42"	"Speaker 4"	"Yeah, yeah."	""	""
469	"01:01:54"	"Speaker 2"	"OK. So to reclarify now... We use color theory. And computer vision to basically see. What the the persons colors are and use color theory in your mind? What's a good color fit for them? Is that. That's the idea. OK, I get that part."	"Asking for idea clarification"	"Project"
470	"01:02:08"	"Speaker 1"	"This is the illusion that I was trying to explain. A&B are the exact same gray, but because of the colors around them, it looks like they're different grays, but they're the exact same shade of gray. That's what the color theory is of like. Does this gray look good on you, or does this gray look good on you? Is what we're trying to tell the user."	"Clarification of idea"	"Project"
471	"01:02:29"	"Speaker 2"	"OK."	""	""
472	"01:02:31"	"Speaker 1"	"Because their skin tone determines that."	""	""
473	"01:02:34"	"Speaker 2"	"OK. OK, so like a practical application would be we take their profiles, we do some computation back to get like what colors best fit and then from then on they can use this tool to project the clothes of that colour on them when they're buying or whatever, is that it getting right, OK."	"Apprehension"	"Self-awareness"
474	"01:02:56"	"Speaker 1"	"Could be. I know one of the sponsors. What does Genesis do again? Another one of the sponsors. I think if if they're if they're commerce website we could we could tweak this to say like this, make them shop for this color e-commerce. If that's what they do, and I remember."	"Sponsor"	"Hackathon features"
475	"01:02:58"	"Speaker 1"	"We can keep thinking of other stuff too."	"Alignment of team goal with individual goal"	"Alignment of goals"
476	"01:03:23"	"Speaker 2"	"Yeah, yeah. I think I think my hunger is cutting in the brain."	"Concern about health"	"Team dynamics"
477	"01:03:30"	"Speaker 1"	"I'm staying until."	""	""
478	"01:03:30"	"Speaker 4"	"It will be fun."	""	""
479	"01:03:31"	"Speaker 1"	"3:30 AM though. It turns out because the person that I'm staying with is volunteering in this event and their shift is from 12:00 to 3:30. So because I missed before 12, I got to go after 3:30."	""	""
480	"01:03:46"	"Speaker 4"	"Wait, like you're going to go to someones house, OK? But then do you live close then?"	""	""
481	"01:03:55"	"Speaker 1"	"She said 10 minutes, so it's closer than wherever the opening ceremony was."	""	""
482	"01:04:01"	"Speaker 4"	"It's probably around there, I guess. Yeah, I think of other ideas I guess."	""	""
483	"01:04:16"	"Speaker 2"	"Did you write the idea down? OK, I'm just gonna go down and ask and come back and be more refreshed."	"Memeber leaves"	"Team dynamics"
484	"01:04:42"	"Speaker 1"	"Can you give me an example of the mechanics that you were talking about that you wanted?"	""	""
485	"01:04:49"	"Speaker 4"	"Like mech in general?"	""	""
486	"01:04:53"	"Speaker 1"	"What kind of projects can you make with that?"	""	""
487	"01:04:56"	"Speaker 4"	"I've done like I've built like little robots. I built 3D printers. Like it's all very. Yeah, like not hackathon type projects I guess."	"Hackathon versus industry project"	"Hackathon features"
488	"01:05:12"	"Speaker 1"	"I'm trying to see if a use case could be a hackathon project. Even if the thing itself isn't. Another computer vision application that I tried before, but I never actually solved so it’s still up for the running, I wanted to make something that like measured something from an image. Like if I take a picture of a door, will it know how thick the door is or wide the door is? And I know that you need either multiple images or three cameras at the same time to be able to like see depth. So that would be."	"Explanation of an idea"	"Project"
489	"01:05:58"	"Speaker 4"	"Like so."	""	""
490	"01:05:59"	"Speaker 1"	"Yeah, like technologically a challenge."	"Difficulty or challenge of idea"	"Project"
491	"01:06:06"	"Speaker 4"	"I mean, how thick it is? Oh, you want to see?"	""	""
492	"01:06:08"	"Speaker 1"	"As in the width of, just measure something."	""	""
493	"01:06:08"	"Speaker 4"	"That you just you want. You just want to measure something you need like an object of reference. At least. Like there's no other way to do it really. Yeah, because you need at least one known variable. Like if you know, perhaps even the distance to the door. You might be able to calculate the the width of it, or you have a like for example a coin."	""	""
494	"01:06:40"	"Speaker 1"	"I've seen the coining like put it next to the. Coin and then OK."	""	""
495	"01:06:43"	"Speaker 4"	"Exactly. You know, you might have done that for nails or something because I know people do that for nails and then they take off."	""	""
496	"01:06:50"	"Speaker 1"	"You know, I I made my nails match the [hackathon] website."	""	""
497	"01:07:08"	"Speaker 4"	"I mean, I think worse come to worse, we can pursue one of the sponsors. Like sponsor, what do you call them? Challenges. So we can look through those and see if we, you know, see anything we want to do. Sure. Yeah. There's no lack of things to do so. Yeah, VM. Oh, that's pretty good. VM Rover with Raspberry Pi and LIDAR for each member if we win"	"Project topic, Sponsor, Prizes, Facilitation"	"Project, Hackathon features, Team process"
498	"01:07:42"	"Speaker 1"	"You don't want any hardware kit?"	""	""
499	"01:07:46"	"Speaker 4"	"That we call most innovative eye tracking application."	""	""
500	"01:07:49"	"Speaker 1"	"Yeah, but they only have one eye, eye tracking glasses. That was a lot to read away, so I have no idea how they're doing."	"Concern for resources"	"Hackathon features"
501	"01:07:55"	"Speaker 4"	"That prize? Don't they have 5 of?"	""	""
502	"01:07:57"	"Speaker 1"	"Those OK, so those. Five are the only ones competing for that $1000 prize."	""	""
503	"01:08:02"	"Speaker 4"	"Yeah, we didn't enter the lottery, right?"	""	""
504	"01:08:05"	"Speaker 1"	"No, we're automatically entered"	""	""
505	"01:08:06"	"Speaker 4"	"ohh. Everyone's entered into."	""	""
506	"01:08:08"	"Speaker 1"	"Yeah. And then it was that you get notified if you win and then within the hour, if you don't pick it up. They re lottery."	""	""
507	"01:08:16"	"Speaker 4"	"That's crazy. I didn't know that. OK. So I guess gen, there's the genesis one, which I don't know."	""	""
508	"01:08:25"	"Speaker 1"	"Oh yeah, what does Genesis do?"	"Project topic, Sponsor"	"Project, Hackathon features"
509	"01:08:27"	"Speaker 4"	"I don't know. Let's check what does Genesis do? Are there e-commerce? Omni channel customer experience and come OK."	""	""
510	"01:08:38"	"Speaker 1"	"I'll be right back."	""	""
511	"01:09:00"	"Speaker 4"	"Cohere. Onto the best of best use of code. Cohere isn't bad."	""	""
512	"01:09:14"	"Speaker 1"	"Coherence is NLP and because it's an MLH prize, there won't be a lot of competition for it."	"Uniqueness of project "	"Project"
513	"01:09:28"	"Speaker 4"	"Salana Ethereums infinite garden."	""	""
514	"01:09:32"	"Speaker 1"	"What kind of use cases would we have for LLM's if that if we're going for a category?"	"Facilitation"	"Team process"
515	"01:09:40"	"Speaker 4"	"I mean, there's so much stuff in, like assistance. Like I saw this Y Combinator project startup. They do. They did. But some sort of AI helper thing that like help you build like electrical circuits. And so like, you know, if you wanted an electrical circuit that does a certain task, you write it in and you'd be like, oh, I wanted to light up five LEDs in sequence or something, and it will build you a circuit. So like a lot of stuff is being done using LLMs to do that because I think what they're able to do is like first, go to like a text format and then translate that and then they add a layer to that. There, that’s actually doing like producing something like for example going from a text of like. This is how you do it but then they go from that and then to an actual on circuit. So would there like I don't know what they're using, but if they're using some LLM that's already built, they might be prompting it with like specific things to generate the output that they want, and then parse that into some sort of final thing, right? So that's something we could do, I guess. Yeah, if dental ML?."	""	""
516	"01:11:26"	"Speaker 1"	"I feel like, uh, LLMs have been explored a lot already, so a lot of these cases have already been fleshed out, yeah. I don't see a lot there."	"Uniqueness of project"	"Project"
517	"01:11:51"	"Speaker 4"	"Because I think sometimes it's just like you might have a really good idea, but then it's like, does it actually work? I think that's hard to do."	"Feasibility of idea"	"Project"
518	"01:12:09"	"Speaker 1"	"Bro, we don't even know what we're making work yet."	""	""
519	"01:12:21"	"Speaker 4"	"Let me look at the hardware stuff. Do they have anything still? Because I think everybody. Just I think it opens now, right?"	""	""
520	"01:12:30"	"Speaker 1"	"I thought it's been open it's 12:09. Are they behind schedule?"	""	""
521	"01:12:42"	"Speaker 4"	"But I think we start hacking at 12, right?"	""	""
522	"01:12:44"	"Speaker 1"	"Yeah. Now we can make our repos officially and stuff."	""	""
523	"01:12:52"	"Speaker 4"	"OK. Well, let's see what they have. Microcontrollers. Do we want to request some stuff or just get a bunch of servos to begin with? I mean, we might not even use them, but. Oh, I requested them."	"Hackathon strategy"	"Hackathon features"
524	"01:13:16"	"Speaker 1"	"Nice. Thank you."	""	""
525	"01:13:19"	"Speaker 4"	"You're welcome, but I don’t butI think we need some like modules to go with that one."	""	""
526	"01:13:29"	"Speaker 1"	"You're just reserving the basic hardware stuff right?"	""	""
527	"01:13:33"	"Speaker 4"	"Yeah. Just so we have some."	""	""
528	"01:13:35"	"Speaker 1"	"In case we do make something, yeah. What are you getting?"	""	""
529	"01:13:38"	"Speaker 4"	"Some servos and then we have Raspberry pies. OK, let's go to Jetson. Because why not?"	""	""
530	"01:13:55"	"Speaker 4"	"That is empowered."	""	""
531	"01:14:04"	"Speaker 4"	"There's no way you can you. There's a lottery for a drone."	""	""
532	"01:14:13"	"Speaker 1"	"Did you by any chance hear the object detection idea I had?"	""	""
533	"01:14:17"	"Speaker 4"	"Which one is it?"	""	""
534	"01:14:19"	"Speaker 1"	"A game to help kids clean their room. So scan once with the clean room looks like and then every time after that check if it matches that clean room."	""	""
535	"01:14:36"	"Speaker 4"	"OK."	""	""
536	"01:14:39"	"Speaker 1"	"And then if we demo it, it could be as simple as I think one wow factor if we want to demo it could be are actually because you can dumb it down into we have an original image of what it's supposed to look like, and we're comparing what it actually already looks like right now to that original. So whatever is off if a thing is not in its container, something spilled, yeah."	"Explanation of an idea"	"Project"
537	"01:15:11"	"Speaker 4"	"Like finding, almost like finding differences, right? Yeah."	"Asking for idea clarification"	"Project"
538	"01:15:13"	"Speaker 1"	"Yeah, exactly. And if we want to make it even more like usable, it would make sense for something like this to be on an Amazon Echo show. That's hardware"	""	""
539	"01:15:36"	"Speaker 4"	"Okay"	""	""
540	"01:15:38"	"Speaker 1"	"Cause like the echo would see the room and then display whether or not something is off. And it's it. It counts as a game counts as. Does it count as hardware? What did I say?"	""	""
541	"01:15:59"	"Speaker 4"	"Think is that hard. Not hardware CV."	""	""
542	"01:16:03"	"Speaker 1"	"CV. Yeah. OK. So it's a game and it's CV."	""	""
543	"01:16:08"	"Speaker 4"	"Yeah, cool. So if I can build on top of that. So for demoing, I guess we're just."	""	""
544	"01:16:30"	"Speaker 1"	"Like for demoing, we could have. Let's say random stuff like a water bottle or lanyard in front of our laptop webcam, and then there's an order like water bottle, webcam, phone that is supposed to be the clean room. And then we jumble it up and show and demonstrate that, hey, it's recognizing that something's wrong, and then we rearrange it in front of the judges. Yeah. And then rescan it. It sees that they’re more or less the right order. Boom. Demonstration."	"Explanation of an idea"	"Project"
545	"01:17:16"	"Speaker 4"	"Yeah"	""	""
546	"01:17:22"	"Speaker 4"	"I'm just looking at the hardware list to see with the stuff we have potentially what we can build."	""	""
547	"01:17:28"	"Speaker 1"	"Yeah, for sure. So this one was a little promising. The last thing I said was it promising? The clean room thing."	"Feasibility of idea, Convergence onto topic"	"Project, Design process"
548	"01:17:38"	"Speaker 4"	"Sure. I think it's suitable, yeah."	"Feasibility of idea"	"Project"
549	"01:17:40"	"Speaker 1"	"OK. What other promising things? What other ones did we say were OK?"	""	""
550	"01:17:48"	"Speaker 4"	"The color theory one maybe"	""	""
551	"01:17:52"	"Speaker 1"	"Anything else? OK, three or somewhere? There is my third marker."	""	""
552	"01:18:19"	"Speaker 4"	"OK, we can just get a bunch of stuff from there, OK? OK, they have an accelerometer. Interesting."	""	""
553	"01:18:44"	"Speaker 1"	"Very, very unrelated, but a mechanics. Or robotics, or whichever it's thing that I think I'd want to make a rigged beyblade. Cool. Like, just be able to control where the Beyblade spins and goes"	"Topic generation"	"Design process"
554	"01:19:04"	"Speaker 4"	"that'll be sick. I think what we can do is you have the thing kind of hollow, and then you have some sort of weight and you just like control where the weight is angling and you will also have some sort of sensor probably an accelerometer to detect whether or not your level. And then you can detect your angle of change and then by changing the way you can change that angle. And then go to where you want to go. Which is cool."	"Validation of idea, Explanation of an idea"	"Project"
555	"01:19:34"	"Speaker 1"	"See, you thought that all the all the way through."	"Admiration"	"Team dynamics"
556	"01:19:41"	"Speaker 4"	"Yeah, I'm not an ideas guy, but I can materialize your ideas."	"Self-identification of knowledge and skills"	"Self-awareness"
557	"01:19:48"	"Speaker 1"	"That's pretty solid."	""	""
558	"01:19:56"	"Speaker 4"	"Yeah, we have a bunch of stuff I guess we can use, but I don't see anything that's like because I'm looking for something where we can connect like multiple servos together. And then that would make it easy to like that would allow us to control like multiple things at the same time. But it seems like they don't really give us anything like that, so we might be limited as to how many servos we can control and make it annoying, like we could probably do a lot, but then you have to wire each one up separately. It's kind of annoying."	""	""
559	"01:20:37"	"Speaker 1"	"By servos you mean like the Arduinos for the Raspberry pies and those motherboard things?"	"Asking for clarification"	"Clarification"
560	"01:20:44"	"Speaker 4"	"Yeah. Let me look at the Jetson Nano. How many? How many? Analog pins it has"	""	""
561	"01:21:04"	"Speaker 4"	"Maybe they have a couple. Ohh no input but but it would be cool. So going off of like one of the ideas with, like the trash segregated thing, like, we could do some sort of like very simple vision stuff and then just have like a little robot that picks things and then places them or something like you know a good project to like incorporate a little bit of both. But then I think the other side of that, it's just like."	"Revisiting other idea"	"Design process"
562	"01:21:54"	"Speaker 1"	"Can you hear me?"	""	""
563	"01:21:57"	"Speaker 4"	"The picture part like what is the use of it because like people have done that, it's not a."	""	""
564	"01:22:08"	"Speaker 1"	"What's up?"	""	""
565	"01:22:09"	"Speaker 3"	"Hey, what did I miss?"	"Member returns"	"Team dynamics"
566	"01:22:10"	"Speaker 1"	"OK recap. The red determines which ideas kind of went further than the others. Not like their final but, we got a little more out of them. The object detection to check if the room is clean, that is both game and computer vision. The color theory which is like how do we explain this easily? Checking to see how that color shirt would look exactly on your skin tone. You know how like Shades look a little different depending on."	""	""
567	"01:22:44"	"Speaker 3"	"That's cool. I like that."	"Validation of idea, Chosen idea"	"Project"
568	"01:22:46"	"Speaker 1"	"Cool the roommate assistant. And you're trying to be greater."	""	""
569	"01:22:51"	"Speaker 4"	"OK."	""	""
570	"01:22:54"	"Speaker 3"	"If it was me, like if I were to try and short list I I kind of like the the shirt idea, the room roommate assistant. Like, I feel like I I would like those too, yeah. The color your shirt was kind. Cool. Yeah, you could also do something like also like depending on like the weather or something, what would be the best outfit? Maybe like a I don't know hoodie or shirt or something like that."	"Individual preference of idea, Expanding on idea"	"Project"
571	"01:23:20"	"Speaker 1"	"That makes sense. That would add to the functionality. I think it would be a different direction but it would still be the same project, it would just be like OK, we're splitting it up amongst ourselves. We can all do different things."	"Individual contribution to team goal"	"Team goal"
572	"01:23:27"	"Speaker 3"	"But the thing is also like if, like obviously every like the one person will have like for me like I have the skin tone. Is it gonna recommend the same thing for me over and over again or is it gonna like?"	""	""
573	"01:23:45"	"Speaker 1"	"Ohh, it would recommend which different colors like fit you the other stuff like hoodies or something are dependent on body type and stuff so like that that part would add more factors."	""	""
574	"01:24:04"	"Speaker 4"	"OK."	""	""
575	"01:24:04"	"Speaker 3"	"That's true. Where did Speaker 2 go? Also a workshop or something?"	"Commenting on missing member"	"Team dynamics"
576	"01:24:10"	"Speaker 4"	"Where did he go?"	""	""
577	"01:24:12"	"Speaker 1"	"He said he wanted to be recharged when. he got back."	"Sarcasm"	"Team dynamics"
578	"01:24:16"	"Speaker 4"	"What does that mean? OK, cool. He's charging. This has a power plug on his back and just."	"Sarcasm"	"Team dynamics"
579	"01:24:23"	"Speaker 3"	"Like he's just a man. He's the robot. OK, that's. OK, these are some nice ideas at least."	"Sarcasm, Validation of idea"	"Team dynamics, Project"
580	"01:24:40"	"Speaker 4"	"Yeah, I'm requesting some hardware, so I'm just looking at things that's there like we definitely can build some, like, very simple robot thingy."	""	""
581	"01:24:53"	"Speaker 3"	"I think that's cool with me. Yeah, I'm down to do that. What do what do you know how like, what do you know how to what to use?"	"Alignment of individual goal with team goal"	"Alignment of goals"
582	"01:25:10"	"Speaker 4"	"Like how to use? I mean I've got some servos so they're very basic, but we're able to do some like movement thingy would be fun or challenging. Now that I think about we could do like an arm tracking thing, but then we have the like."	"Difficulty or challenge of idea"	"Project"
583	"01:25:19"	"Speaker 3"	"Sure, sure."	""	""
584	"01:25:28"	"Speaker 4"	"Almost that thing control robot with camera gestures we just we can do that one if you want and then we have an arm, for example, and then let's like ee might be able to do some sort of like the look at the arm and then grab the object and then pick it up or something."	""	""
585	"01:25:46"	"Speaker 1"	"This this would most likely be difficult."	"Feasibility of idea"	"Project"
586	"01:25:50"	"Speaker 3"	"It's very hard. This would be difficult, yeah."	""	""
587	"01:25:53"	"Speaker 4"	"But that's why we have four people and I think we could."	""	""
588	"01:25:56"	"Speaker 3"	"Because the degrees of motion would be a lot"	""	""
589	"01:25:57"	"Speaker 4"	"It would be I think I'm limiting it to like 3 or two. And then yeah, 3 isn't bad, but more than three is becomes difficult."	""	""
590	"01:26:10"	"Speaker 3"	"OK, so you have you, you you have server motors or your booking server model."	""	""
591	"01:26:15"	"Speaker 4"	"I'm look like requesting them."	""	""
592	"01:26:17"	"Speaker 3"	"OK, we'll need some power for that. So yeah. Arduino"	""	""
593	"01:26:20"	"Speaker 2"	"Main part."	""	""
594	"01:26:24"	"Speaker 4"	"Yeah, I got a Jetson like I requested Jetson Nano, but I don't know if it will be like enough ohh. It has power supply. It ohh has the power supply which is good. OK. Yeah. I mean, I ordered a bunch like we don't necessarily have to do one thing so yeah, but that's an idea. So why are they giving us BLDC motors but no controller? That's so weird. They gave us. Interesting. Yeah, none of my stuff has been approved. I might have to go there. Or something. I don't know how it works. Like if we have stuff. Yeah, as long as we have some stuff that's."	""	""
595	"01:27:31"	"Speaker 1"	"Speaker 2 is back"	"Member returns"	"Team dynamics"
596	"01:27:36"	"Speaker 4"	"Oh nice"	""	""
597	"01:27:38"	"Speaker 4"	"All right. What's this? Recharged. Oh, he got some food. Oh you."	""	""
598	"01:27:43"	"Speaker 2"	"Got it."	""	""
599	"01:27:50"	"Speaker 2"	"You guys made progress?"	""	""
600	"01:27:52"	"Speaker 1"	"Let me update you on our board. You last left when we were discussing the color theory project, I added the explanation for the object detection to check if the room is clean, which is like both a game and computer vision. And then 1234 are the relative short list, but they all have like they all have like hiccups. But it's it's so far like the four. Those are the ones we've gone far the furthest in terms of brainstorming."	""	""
601	"01:28:28"	"Speaker 2"	"OK, OK."	""	""
602	"01:29:18"	"Speaker 3"	"What about? I just thought of it. And then I left my mind."	""	""
603	"01:29:24"	"Speaker 2"	"Do you think that you guys are and we all are too tired to function?"	"Concern about health, Checking in with others"	"Team dynamics"
604	"01:29:27"	"Speaker 3"	"Too tired like function. Yeah, no feedback."	""	""
605	"01:29:29"	"Speaker 4"	"Yeah"	""	""
606	"01:29:32"	"Speaker 1"	"I am"	""	""
607	"01:29:35"	"Speaker 2"	"It feels more unproductive than anything, even though we're like staying up for this?"	""	""
608	"01:29:40"	"Speaker 1"	"What do we do instead?"	"Facilitation"	"Team process"
609	"01:29:45"	"Speaker 3"	"Good question. I think we just take an idea and roll with it"	"Individual process suggestion, facilitation"	"Team process"
610	"01:29:53"	"Speaker 3"	"Like, yeah, OK, the colors, the thing was kind of cool. I think I like that. What do you guys think? Also the."	"Individual preference of idea"	"Individual goal"
611	"01:30:07"	"Speaker 2"	"Answer and now."	""	""
612	"01:30:09"	"Speaker 3"	"We just have to detect a person and their skin tone. Based on some data, I guess it would recommend some things to wear, colors to wear."	""	""
613	"01:30:42"	"Speaker 3"	"And then based on that skin tone, it would have some data based on like what would would be suitable for it, so."	""	""
614	"01:31:04"	"Speaker 3"	"You could also have multiple layers like what clothing would also suit that."	""	""
615	"01:31:11"	"Speaker 1"	"But it's color theory like the computer vision implementation is color theory. So you remember"	""	""
616	"01:31:16"	"Speaker 3"	"OK."	""	""
617	"01:31:18"	"Speaker 1"	"what I said earlier, if you want to add what kind of? We'd have to also another body type."	""	""
618	"01:31:24"	"Speaker 3"	"Yeah, body type."	""	""
619	"01:31:25"	"Speaker 1"	"So in detect person, we can. Just add that as another thing to the. But we'd have to either find the library orjenkingly make that up. So it could be the two. So like once we know how to make which colors you can add what."	""	""
620	"01:31:44"	"Speaker 3"	"I've heard this is the. Baseline and like. You don't want and you know what I mean. And then if you wish to. Refine it. Yeah. Yeah, yeah. No, not question of. How do we detect the person and how do we determine this color and how? Do we? Assign it. You know what I mean?"	""	""
621	"01:32:06"	"Speaker 1"	"First question I want to ask. Is does VM do it? Like does it do it for us already?"	"Sponsor"	"Hackathon features"
622	"01:32:10"	"Speaker 3"	"Good point"	""	""
623	"01:32:15"	"Speaker 3"	"You mentioned like."	""	""
624	"01:32:17"	"Speaker 2"	"I don't determine it can detect."	""	""
625	"01:32:20"	"Speaker 3"	"We can use this for the detection, but determining the skin color we can like it detects you right? What data does it extract from us? Do you know (to Speaker 2)?"	"Asking for clarification"	"Clarification"
626	"01:32:33"	"Speaker 2"	"Not sure."	""	""
627	"01:32:37"	"Speaker 1"	"Sponsors are here until one, so if. If we collect all of our questions, they might be downstairs at their booth"	"Sponsor"	"Hackathon features"
628	"01:32:55"	"Speaker 2"	"But I thought. If we use this, it would probably be like a web-based app. I don't see how VM would fit in. They have physical, physical robotics."	""	""
629	"01:33:05"	"Speaker 1"	"Wait, what does VM do?"	""	""
630	"01:33:17"	"Speaker 2"	"VM is physical robotics"	""	""
631	"01:33:30"	"Speaker 1"	"Ah, So what other library open TV? Something like that. Something a little more out-of-the-box that does people instead of just like, does algorithms? OK so. To do: find libraries. What else?"	"Facilitation"	"Team process"
632	"01:33:58"	"Speaker 2"	"Where's my laptop? Let me just google this"	""	""
633	"01:34:03"	"Speaker 4"	"Because I think everyone should also just make an account, not miss an account. But that post like sign up for the hackathon and then get added and then we can make a GitHub repo and then. Yeah, add everyone and then figure out how we want to merge code and stuff and then go from there, yes. And then divide and conquer. What task do you want to do?"	"Team process clarification"	"Team process"
634	"01:35:15"	"Speaker 4"	"I'll make a repo. We want to call it. Right. What? What names do you want? What name do you want to call this? With this project"	"Project selected and named, Facilitation"	"Project, Team process"
635	"01:35:20"	"Speaker 1"	"I haven't thought about it"	""	""
636	"01:35:25"	"Speaker 4"	"[Project name]?"	""	""
637	"01:35:30"	"Speaker 1"	"Yeah sure"	""	""
638	"01:35:48"	"Speaker 3"	"[Project name] pretty cool."	""	""
639	"01:35:52"	"Speaker 4"	"I'm just going to put that as a repo name for now."	""	""
640	"01:35:55"	"Speaker 3"	"I kind of like [project name]"	""	""
641	"01:35:58"	"Speaker 4"	"I will write it the american way, without the U -- color"	""	""
642	"01:36:17"	"Speaker 4"	"And then I'll send this in our slack channel."	""	""
643	"01:36:28"	"Speaker 4"	"But if you guys want to send your emails and I'll add, yeah."	""	""
644	"01:36:34"	"Speaker 3"	"On the slack?"	""	""
645	"01:36:36"	"Speaker 1"	"Where do you want? Our emails."	""	""
646	"01:36:41"	"Speaker 4"	"On slack. And then I think so you're both post e-mail and you could have. E-mail they're different."	""	""
647	"01:36:48"	"Speaker 4"	"Like I just want like I want to add both."	""	""
648	"01:37:30"	"Speaker 4"	"We're all little bit dead though. I'm tired."	"Fatigue"	"Self-awareness"
649	"01:37:34"	"Speaker 3"	"Yeah, Me too. Me too"	""	""
650	"01:37:45"	"Speaker 3"	"Late night is not good."	""	""
651	"01:37:48"	"Speaker 1"	"Yeah, OK, cool."	""	""
652	"01:37:54"	"Speaker 4"	"Wait Speaker 3, Is your is that for both? The post and."	""	""
653	"01:38:03"	"Speaker 3"	"Yeah"	""	""
654	"01:38:03"	"Speaker 4"	"I will send you invites with that post"	""	""
655	"01:38:15"	"Speaker 1"	"Set collaborators. So everyone. Wait Speaker 2 do you have your e-mail?"	""	""
656	"01:38:25"	"Speaker 2"	"Oh yeah, sorry."	""	""
657	"01:38:25"	"Speaker 4"	"Yeah, if you can send that. I added everyone to GitHub I think."	""	""
658	"01:38:56"	"Speaker 1"	"This might be a difficult project because skin tone is like people write papers on this shit."	"Feasibility of idea, Difficulty or challenge of idea"	"Project"
659	"01:39:14"	"Speaker 4"	"I mean, we could just do like a scale or something like."	"Scoping"	"Design process"
660	"01:39:18"	"Speaker 1"	"True, like a proof of concept"	""	""
661	"01:39:20"	"Speaker 4"	"Yeah, like, it doesn't have to be like, you know, it doesn't have to be research level detail."	""	""
662	"01:39:25"	"Speaker 1"	"Okay"	""	""
663	"01:39:36"	"Speaker 4"	"Okay cool"	""	""
664	"01:39:50"	"Speaker 1"	"I think I'm going to find where did you guys find the sleep place right?"	""	""
665	"01:39:56"	"Speaker 3"	"So building E6. 3rd floor and then you take the bridge to E6. And there's also a a space on the 6th floor, but I think the building is better because they have at least they told us mattresses are there. And everything. So yeah, yeah. Let's get the."	""	""
666	"01:40:20"	"Speaker 1"	"Call it quits after we get to the divide and conquer part because I'm yawning so hard I am crying"	"Fatigue, Plan to quit for the day"	"Self-awareness, Team process"
667	"01:40:25"	"Speaker 3"	"No, fair enough."	""	""
668	"01:40:36"	"Speaker 1"	"Right."	""	""
669	"01:40:50"	"Speaker 2"	"Actually guys, can I ask how serious we are about trying to compete versus trying to build something fun?"	"Defining team goal, Hackathon strategy"	"Team goal, Hackathon features"
670	"01:40:58"	"Speaker 3"	"I'm purely building something for fun. OK, I'll be honest. This is my first hackathon I have no intention of winning and just exploring things right now, OK."	"Individual goal to have fun, Individual goal to learn"	"Individual goal"
671	"01:41:07"	"Speaker 2"	"Cool. Yeah. What about you guys?"	""	""
672	"01:41:13"	"Speaker 1"	"Yeah, none of the prizes are enough for me to lose sleep over."	"Prizes, Individual not motivated by prizes"	"Hackathon features, Individual goal"
673	"01:41:18"	"Speaker 2"	"Oh, I thought"	""	""
674	"01:41:22"	"Speaker 3"	"Yeah, Speaker 4. Yeah. Trying to like, compete or just for fun."	""	""
675	"01:41:30"	"Speaker 2"	"Oh yeah, I think both answers are OK, I just want to know."	""	""
676	"01:41:34"	"Speaker 4"	"This one I'm down for whatever. Like if you guys are all competing, I'm competing, you know, I'm going with the flow."	"Alignment of individual goal with team goal"	"Alignment of goals"
677	"01:41:41"	"Speaker 3"	"Going with the flow. Do you want to compete?"	""	""
678	"01:41:46"	"Speaker 2"	"Yeah, I kind of want to compete, I think. Right. But I don't want to force anybody. So I'm kind of like debating in my mind like what should I do right? Now, OK, yeah."	"Individual goal to win, Apprehension, Alignment of individual goal with team goal"	"Individual goal, Self-awareness, Alignment of goals"
